Id,source,latitude,longitude,region,country,admin1,localityName,localityQuality,observationDate,reportingDate,status,disease,serotypes,speciesDescription,sumAtRisk,sumCases,sumDeaths,sumDestroyed,sumSlaughtered,humansGenderDesc,humansAge,humansAffected,humansDeaths
220467,OIE,46.5333,19.8681,Europe,Hungary,Csongrad,Csengele,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",8128,0,0,0,0,,,,
220466,OIE,46.5333,19.8681,Europe,Hungary,Csongrad,Csengele,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",19000,0,0,0,0,,,,
220465,OIE,46.7628,19.8572,Europe,Hungary,Bacs-kiskun,Kiskunfélegyháza,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",3000,0,0,0,0,,,,
220464,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",20200,0,0,0,0,,,,
220463,OIE,46.5806,19.5911,Europe,Hungary,Bacs-kiskun,Szank,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",9900,0,0,0,0,,,,
220462,OIE,46.5806,19.7403,Europe,Hungary,Bacs-kiskun,Jászszentlászló,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",6130,0,0,0,0,,,,
220461,OIE,46.5947,19.8036,Europe,Hungary,Bacs-kiskun,Jászszentlászló,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",500,0,0,0,0,,,,
220460,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",4000,0,0,0,0,,,,
220459,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",13800,0,0,0,0,,,,
220458,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",4300,0,0,0,0,,,,
220457,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",9700,0,0,0,0,,,,
220456,OIE,46.5511,19.6728,Europe,Hungary,Bacs-kiskun,Szank,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",20,0,0,0,0,,,,
220455,OIE,46.6156,19.5189,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",860,0,0,0,0,,,,
220454,OIE,46.4842,19.7928,Europe,Hungary,Bacs-kiskun,Kiskunmajsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",5000,0,0,0,0,,,,
220453,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",15500,0,0,0,0,,,,
220452,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",3700,0,0,0,0,,,,
220451,OIE,46.675,19.5008,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",5550,0,0,0,0,,,,
220450,OIE,46.5806,19.5911,Europe,Hungary,Bacs-kiskun,Szank,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",3740,0,0,0,0,,,,
220449,OIE,46.5694,19.6278,Europe,Hungary,Bacs-kiskun,Szank,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",260,0,0,0,0,,,,
220448,OIE,46.5694,19.6278,Europe,Hungary,Bacs-kiskun,Szank,Exact,05/12/2016,14/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",530,0,0,0,0,,,,
220444,OIE,46.6156,19.5189,Europe,Hungary,Bacs-kiskun,Bócsa,Exact,05/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",1000,0,0,0,0,,,,
220443,OIE,46.4842,19.7928,Europe,Hungary,Bacs-kiskun,Kiskunmajsa,Exact,05/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",8605,0,0,0,0,,,,
220370,OIE,53.68,8.02,Europe,Germany,Niedersachsen,Friesland,Exact,05/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, goose",,1,1,0,0,,,,
220369,OIE,49.22,11.17,Europe,Germany,Bayern,Roth,Exact,05/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, wild duck",,1,1,0,0,,,,
220368,OIE,51.4,11.94,Europe,Germany,Sachsen-Anhalt,Saalekreis,Exact,05/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, wild duck",,2,2,0,0,,,,
220203,OIE,54.4189,25.3858,Europe,Lithuania,Vilniaus,Salcininkai district municipality,Exact,05/12/2016,09/12/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
220202,OIE,55.5603,24.6736,Europe,Lithuania,Panevezio,Anykscai district municipality,Exact,05/12/2016,09/12/2016,Confirmed,African swine fever,,"wild, wild boar",,3,3,0,0,,,,
220201,OIE,55.265,24.3114,Europe,Lithuania,Kauno,Jonava district municipality,Exact,05/12/2016,09/12/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
220191,OIE,52.3514,23.1169,Europe,Poland,Podlaskie,Metna,Exact,05/12/2016,08/12/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
220010,OIE,31.7370246709,34.7230346698,Asia,Israel,Southern District," BE''ER TOVIYYA, Ashkelon",Unknown,05/12/2016,05/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",15000,3000,800,0,,,0,,
229858,National authorities,42.075695,19.535341,Europe,Albania,Shkoder,BLERAN,Exact,04/12/2016,15/12/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",2,2,1,,,,,,
227361,OIE,35.626625,126.753041,Asia,Republic of Korea,Chollabuk-do,Jeongeup-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",14200,200,200,14000,0,,,,
227360,OIE,38.042025,127.269413,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",29380,20,20,29360,0,,,,
227359,OIE,38.042025,127.269413,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",23704,66,66,23638,0,,,,
227358,OIE,37.12423,127.551855,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",10030,30,30,10000,0,,,,
227357,OIE,38.042025,127.269413,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",187949,25,25,187924,0,,,,
227356,OIE,36.800158,126.869525,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",7776,0,0,7776,0,,,,
227355,OIE,36.75065,127.11418,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",160605,25,25,160580,0,,,,
227354,OIE,36.75065,127.11418,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",43080,600,600,42480,0,,,,
227353,OIE,37.055016,127.519516,Asia,Republic of Korea,Kyonggi-do,Eumseong-gun,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",201446,82,82,201364,0,,,,
227352,OIE,36.609491,127.3328,Asia,Republic of Korea,Chungchongbuk-do,Cheongju-si,Exact,04/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",1000,500,500,500,0,,,,
226392,OIE,35.181428,136.9064,Asia,Japan,Aiti,Nagoya-shi,Exact,04/12/2016,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild,black swan (cygnus atratus))",,1,1,0,0,,,,
222699,OIE,-15.3586,23.0303,Africa,Zambia,Western,Nalolo District,Unknown,04/12/2016,22/01/2017,Confirmed,Anthrax,,"domestic, cattle",12000,6,6,0,0,,,,
222427,National authorities,23.288,113.828,Asia,China,Guangdong Sheng,Guangzhou,Exact,04/12/2016,05/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,1
220806,OIE,55.2486,46.8625,Europe,Russian Federation,Chuvashiya Rep.,Berezovskoe,Unknown,04/12/2016,16/12/2016,Confirmed,African swine fever,,"wild, wild boar",,1,0,1,0,,,,
220211,OIE,44.0933,1.9333,Europe,France,Midi-Pyrenees,Mouzieys-Panens,Exact,04/12/2016,08/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",3010,20,10,0,0,,,,
220210,OIE,44.071944,2.097778,Europe,France,Midi-Pyrenees,Monestiés,Exact,04/12/2016,08/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",14900,250,150,0,0,,,,
220209,OIE,44.071944,2.097778,Europe,France,Midi-Pyrenees,Monastiés,Exact,04/12/2016,08/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",7000,50,50,0,0,,,,
220138,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,04/12/2016,08/12/2016,Confirmed,MERS-CoV ,,,,,,,,Male,53,1,1
227351,OIE,36.893838,127.473144,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",9800,300,300,9500,0,,,,
227350,OIE,36.959241,127.539666,Asia,Republic of Korea,Chungchongbuk-do,Eumseong-gun,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",9225,20,20,9205,0,,,,
227349,OIE,37.125844,127.52803,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",95860,91,91,95769,0,,,,
227348,OIE,37.063991,127.54553,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",622144,125,125,622019,0,,,,
227347,OIE,37.236369,127.505216,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",371926,20,20,371906,0,,,,
227346,OIE,38.154402,127.262388,Asia,Republic of Korea,Kang-won-do,Pocheon-si,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",160260,100,100,160160,0,,,,
227345,OIE,37.032386,126.882764,Asia,Republic of Korea,Kyonggi-do,Pyeongtaek-si,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",571320,125,125,571195,0,,,,
227344,OIE,37.423219,127.605569,Asia,Republic of Korea,Kyonggi-do,Yangpyeong-gun,Exact,03/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",4560,60,60,4500,0,,,,
226391,OIE,32.090492,130.352791,Asia,Japan,Kagosima,Izumi-shi,Exact,03/12/2016,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, hooded crane",,2,2,0,0,,,,
222025,OIE,31.750436,34.693416,Asia,Israel,Southern District,AZRIQAM,Unknown,03/12/2016,18/01/2017,Confirmed,Newcastle disease,,"domestic, chicken",130000,,0,100000,0,,,,
221844,OIE,57.4,18.21,Europe,Sweden,Gotlands Laen,Gotland,Exact,03/12/2016,27/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild,hooded crow (corvus cornix))",,1,1,0,0,,,,
221590,OIE,55.7205,11.7802,Europe,Denmark,Vestsjaelland,Dragerup skov,Unknown,03/12/2016,22/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, buzzard",,1,1,0,0,,,,
221531,FAO Field Officer,-3.455765,114.727,Asia,Indonesia,Kalimantan Selatan,LANDASAN ULIN TENGAH,Exact,03/12/2016,03/12/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, chicken",,,30,,,,,,
221530,FAO Field Officer,-3.455765,114.727,Asia,Indonesia,Kalimantan Selatan,LANDASAN ULIN TENGAH,Exact,03/12/2016,03/12/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, goose",,,1,,,,,,
221529,FAO Field Officer,-3.455765,114.727,Asia,Indonesia,Kalimantan Selatan,LANDASAN ULIN TENGAH,Exact,03/12/2016,03/12/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,20,,,,,,
220908,OIE,34.8564,50.8555,Asia,Iran  (Islamic Republic of),Ghom,Yusefi Farm,Exact,03/12/2016,18/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, chicken",119579,50000,75,119504,0,,,,
220442,OIE,46.5461,19.79,Europe,Hungary,Csongrad,Jászszentlászló,Exact,03/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",7800,0,0,0,0,,,,
220441,OIE,46.7747,19.795,Europe,Hungary,Bacs-kiskun,Kiskunfélegyháza,Exact,03/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",350,0,0,0,0,,,,
220440,OIE,46.4114,19.8839,Europe,Hungary,Bacs-kiskun,Csólyospálos,Exact,03/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, unspecified bird",237,0,0,0,0,,,,
220439,OIE,46.5467,20.8925,Europe,Hungary,Bekes,Csanádapáca,Exact,03/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",250,0,0,0,0,,,,
220438,OIE,46.5439,19.9681,Europe,Hungary,Csongrad,Pusztaszer,Exact,03/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, goose",4900,0,0,0,0,,,,
220367,OIE,54.89,8.75,Europe,Germany,Schleswig-Holstein,Nordfriesland,Exact,03/12/2016,13/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, goose",,1,1,0,0,,,,
220208,OIE,44.071944,2.097778,Europe,France,Midi-Pyrenees,Monestiés,Exact,03/12/2016,08/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",1000,0,0,0,0,,,,
220190,OIE,52.3936,23.2231,Europe,Poland,Podlaskie,Stolbce,Exact,03/12/2016,08/12/2016,Confirmed,African swine fever,,"wild, wild boar",,1,1,0,0,,,,
220157,National authorities,26.333333,43.966667,Asia,Saudi Arabia,Quassim,Buraidah,Unknown,03/12/2016,11/12/2016,Confirmed,MERS-CoV ,,,,,,,,Male,64,1,1
220030,National authorities,23.402081,45.23404,Asia,Saudi Arabia,Riyad,Riyad,Centroid Admin1,03/12/2016,07/12/2016,Confirmed,MERS-CoV ,,,,,,,,Male,56,1,1
220027,National authorities,23.9,42.91,Asia,Saudi Arabia,Riyad,Afif,Unknown,03/12/2016,06/12/2016,Confirmed,MERS-CoV ,,,,,,,,Male,58,1,
230032,National authorities,41.656342,19.894755,Europe,Albania,Mat,BUSHKASH,Exact,02/12/2016,12/12/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",2,2,1,,,,,,
229899,National authorities,41.081944,20.010364,Europe,Albania,Elbasan,BRADASHESH,Exact,02/12/2016,27/12/2016,Confirmed,Lumpy skin disease,,"domestic, cattle",1,1,0,,,,,,
227343,OIE,38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",29926,14,14,29912,0,,,,
227342,OIE,38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",18396,20,20,18376,0,,,,
227341,OIE,38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",31280,20,20,31260,0,,,,
227340,OIE,38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",34623,11,11,34612,0,,,,
227339,OIE,38.106813,127.286366,Asia,Republic of Korea,Kyonggi-do,Pocheon-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",27905,3000,3000,24905,0,,,,
227338,OIE,37.11523,127.535188,Asia,Republic of Korea,Kyonggi-do,Icheon-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",59251,20,20,59231,0,,,,
227337,OIE,36.845727,126.89028,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",160100,100,100,160000,0,,,,
227336,OIE,36.78105,127.332563,Asia,Republic of Korea,Chungchongnam-do,Cheonan-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",8473,2,2,8471,0,,,,
227335,OIE,36.786105,126.936477,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",200300,300,300,200000,0,,,,
227334,OIE,36.786105,126.936477,Asia,Republic of Korea,Chungchongnam-do,Asan-si,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",4741,241,241,4500,0,,,,
227333,OIE,36.833133,127.758141,Asia,Republic of Korea,Chungchongbuk-do,Goesan-gun,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",6421,0,0,6421,0,,,,
227332,OIE,36.833133,127.758141,Asia,Republic of Korea,Chungchongbuk-do,Goesan-gun,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",10100,2000,2000,8100,0,,,,
227331,OIE,36.883472,127.49768,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",5527,27,27,5500,0,,,,
227330,OIE,36.879683,127.496813,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",200175,175,175,200000,0,,,,
227329,OIE,36.883472,127.49768,Asia,Republic of Korea,Chungchongbuk-do,Jincheon-gun,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, duck",9223,23,23,9200,0,,,,
227328,OIE,37.050908,127.533322,Asia,Republic of Korea,Kyonggi-do,Eumseong-gun,Exact,02/12/2016,04/05/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"domestic, chicken",126020,20,20,126000,0,,,,
226390,OIE,37.834495,139.225991,Asia,Japan,Niigata,Agano-shi,Exact,02/12/2016,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, tundra swan",,1,1,0,0,,,,
226389,OIE,43.804037,143.895771,Asia,Japan,Hokkaidoo,Kitami-shi,Exact,02/12/2016,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
226388,OIE,37.76074,140.474947,Asia,Japan,Hukusima,Fukushima-shi,Exact,02/12/2016,18/04/2017,Confirmed,Influenza - Avian,H5N6 HPAI,"wild, whooper swan",,1,1,0,0,,,,
223889,OIE,47.0901,110.5917,Asia,Mongolia,Xentii,Gurvan tolgoin ariin nukh,Exact,02/12/2016,13/02/2017,Confirmed,Sheep pox and goat pox,,"domestic, sheep",,23,0,1,0,,,,
222698,OIE,-15.0012,22.6691,Africa,Zambia,Western,Kalabo District,Unknown,02/12/2016,22/01/2017,Confirmed,Anthrax,,"domestic, cattle",5500,5,5,0,0,,,,
222485,National authorities,31.304,120.586,Asia,China,Jiangsu Sheng,Suzhou,Exact,02/12/2016,09/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
222482,National authorities,33.366,120.156,Asia,China,Jiangsu Sheng,Yancheng,Exact,02/12/2016,09/01/2017,Confirmed,Influenza - Avian,H7N9 LPAI,,,,,,,,,,
221589,OIE,55.267,10.5993,Europe,Denmark,Fyn,Ørbæk,Unknown,02/12/2016,22/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, crow",,1,1,0,0,,,,
221523,FAO Field Officer,-6.175327,106.44,Asia,Indonesia,Banten,MERAK,Exact,02/12/2016,02/12/2016,Confirmed,Influenza - Avian,H5N1 HPAI,"domestic, duck",,,12,,,,,,
220896,OIE,44.549167,0.535833,Europe,France,Aquitaine,MONBAHUS,Exact,02/12/2016,19/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"domestic, duck",2000,0,0,2000,0,,,,
220829,OIE,45.066667,3.866667,Europe,France,Auvergne,POLIGNAC,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",122,1,0,0,0,,0,,
220816,OIE,52.736,5.097,Europe,Netherlands,Noord-holland,Oostwoud,Unknown,02/12/2016,16/12/2016,Confirmed,Influenza - Avian,H5N8 HPAI,"wild, crow",,1,1,0,0,,,,
220753,OIE,45.836669,3.920503,Europe,France,Rhone-Alpes,SOUTERNON,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",18,1,0,0,0,,,,
220752,OIE,45.032444,3.978753,Europe,France,Auvergne,SAINT GERMAIN LA PRADE,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",113,2,0,0,0,,,,
220751,OIE,47.308988,3.724751,Europe,France,Bourgogne,ANTHIEN,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",701,1,0,0,0,,,,
220750,OIE,46.604617,5.052758,Europe,France,Bourgogne,HUILLY SUR SEILLE,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",35,1,0,0,0,,,,
220749,OIE,46.201492,4.270903,Europe,France,Bourgogne,TANCON,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",72,1,0,0,0,,,,
220748,OIE,46.254731,4.533482,Europe,France,Rhone-Alpes,ST CHRISTOPHE,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",100,1,0,0,0,,,,
220747,OIE,46.04618,4.421761,Europe,France,Rhone-Alpes,MEAUX LA MONTAGNE,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",167,1,0,0,0,,,,
220746,OIE,46.195868,4.600141,Europe,France,Rhone-Alpes,AVENAS,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",160,1,0,0,0,,,,
220745,OIE,45.673244,3.576999,Europe,France,Auvergne,TOURS-SUR-MEYMONT,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",503,1,0,0,0,,,,
220744,OIE,45.631214,2.892273,Europe,France,Auvergne,SAULZET LE FROID,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",404,1,0,0,0,,,,
220743,OIE,45.793323,2.835493,Europe,France,Auvergne,ST PIERRE DE CHASTEL,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",133,1,0,0,0,,,,
220742,OIE,45.839189,2.915388,Europe,France,Auvergne,ST OURS,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",405,1,0,0,0,,,,
220741,OIE,45.72263,2.999424,Europe,France,Auvergne,ST GENES CHAMPANELLE,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",205,1,0,0,0,,,,
220740,OIE,45.671692,2.776566,Europe,France,Auvergne,PERPEZAT,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",95,1,0,0,0,,,,
220739,OIE,45.908466,3.642922,Europe,France,Auvergne,CELLES SUR DUROLLES,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",155,2,0,0,0,,,,
220738,OIE,45.480392,3.721676,Europe,France,Auvergne,MARSAC EN LIVRADOIS,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",143,1,0,0,0,,,,
220737,OIE,45.612376,3.356637,Europe,France,Auvergne,MANGLIEU,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",102,2,0,0,0,,,,
220736,OIE,45.653886,3.381132,Europe,France,Auvergne,ISSERTEAUX,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",84,1,0,0,0,,,,
220735,OIE,45.630051,3.628924,Europe,France,Auvergne,CHAPELLE-AGNON,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",197,1,0,0,0,,,,
220734,OIE,45.515681,3.678527,Europe,France,Auvergne,CHAMPETIERES,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",60,1,0,0,0,,,,
220733,OIE,46.0333,2.958398,Europe,France,Auvergne,BLOT L EGLISE,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",120,1,0,0,0,,,,
220732,OIE,45.431405,3.779174,Europe,France,Auvergne,BEURIERES,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",220,1,0,0,0,,,,
220731,OIE,45.032703,3.733396,Europe,France,Auvergne,VERGEZAC,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",76,1,0,0,0,,,,
220730,OIE,45.246455,3.887809,Europe,France,Auvergne,SAINT PIERRE DU CHAMP,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",112,1,0,0,0,,,,
220729,OIE,45.098204,3.74476,Europe,France,Auvergne,LOUDES,Exact,02/12/2016,12/12/2016,Confirmed,Bluetongue,8,"domestic, cattle",83,1,0,0,0,,,,
